Parameter,Parameter Group,Project Id,Measure Qualifier Code,Result Comment,Sample Date,Result Measure Value,Sample Id,Station Id,Result Measure Unit,USGS P Code
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1938,54,nwisaz.01.93800024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1939,54,nwisaz.01.93900025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1939,54,nwisaz.01.93900026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1942,54,nwisaz.01.94200027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/20/1949,54,nwisaz.01.94900432,USGS-362135109370001,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/10/1942,54,nwisaz.01.94300330,USGS-365158111345401,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1947,54,nwisco.01.94700104,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1949,55,nwisaz.01.94900026,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1931,55,nwisaz.01.93100027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1932,55,nwisaz.01.93200023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1935,55,nwisaz.01.93500029,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1936,55,nwisaz.01.93600028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1937,55,nwisaz.01.93700023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1938,55,nwisaz.01.93800029,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1942,55,nwisaz.01.94200019,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1948,55,nwisaz.01.94800088,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1932,55,nwisco.01.93200026,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1949,55,nwisco.01.94900213,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1948,56,nwisaz.01.94800022,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1948,56,nwisaz.01.94800027,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1930,56,nwisaz.01.93000060,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1936,56,nwisaz.01.93600023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1939,56,nwisaz.01.93900027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1947,56,nwisaz.01.94700023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/29/1948,56,nwisaz.01.94800501,USGS-354522109055501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/23/1949,56,nwisaz.01.94900406,USGS-354716109291001,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/15/1947,56,nwisco.01.94700092,USGS-09105000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/8/1946,56,nwisco.01.94600108,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1948,56,nwisco.01.94800272,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1949,57,nwisaz.01.94900022,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1930,57,nwisaz.01.93000057,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1938,57,nwisaz.01.93800022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1940,57,nwisaz.01.94000024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1944,57,nwisaz.01.94400062,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1944,57,nwisaz.01.94400064,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1944,57,nwisaz.01.94400065,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1948,57,nwisaz.01.94800087,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1948,57,nwisaz.01.94800089,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1949,57,nwisaz.01.94900082,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/10/1926,58,nwisaz.01.92600009,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/14/1943,58,nwisaz.01.94300017,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1949,58,nwisaz.01.94900021,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1928,58,nwisaz.01.92800028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1929,58,nwisaz.01.92900058,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1934,58,nwisaz.01.93400023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1940,58,nwisaz.01.94000022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1940,58,nwisaz.01.94000025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1944,58,nwisaz.01.94400063,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1949,58,nwisaz.01.94900083,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/18/1949,58,nwisaz.01.94900424,USGS-361155109344701,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/17/1947,58,nwisco.01.94700093,USGS-09105000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1932,58,nwisco.01.93200025,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/15/1948,59,nwisaz.01.94800060,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/15/1949,59,nwisaz.01.94900052,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1929,59,nwisaz.01.92900057,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1930,59,nwisaz.01.93000061,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1938,59,nwisaz.01.93800023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1945,59,nwisaz.01.94500058,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1949,59,nwisaz.01.94900454,USGS-365717110122801,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/25/1927,60,nwisaz.01.92700006,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1929,60,nwisaz.01.92900021,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1929,60,nwisaz.01.92900022,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1948,60,nwisaz.01.94800021,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1931,60,nwisaz.01.93100024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1937,60,nwisaz.01.93700027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1940,60,nwisaz.01.94000023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1942,60,nwisaz.01.94200018,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1942,60,nwisaz.01.94200020,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1944,60,nwisaz.01.94400066,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1947,60,nwisaz.01.94700025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1948,60,nwisaz.01.94800086,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1933,60,nwisco.01.93300025,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1948,60,nwisco.01.94800274,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1926,61,nwisaz.01.92600010,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1949,61,nwisaz.01.94900028,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1949,61,nwisaz.01.94900029,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1949,61,nwisaz.01.94900057,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/10/1926,61,nwisaz.01.92600050,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1929,61,nwisaz.01.92900065,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1937,61,nwisaz.01.93700022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1938,61,nwisaz.01.93800028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1947,61,nwisaz.01.94700029,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1948,62,nwisaz.01.94800029,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/23/1926,62,nwisaz.01.92600039,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1940,62,nwisaz.01.94000026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1945,62,nwisaz.01.94500059,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1947,62,nwisaz.01.94700026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1947,62,nwisaz.01.94700027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1932,62,nwisco.01.93200033,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/19/1947,62,nwisco.01.94700121,USGS-09304500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/8/1948,62,nwisco.01.94800285,USGS-09306380,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1930,63,nwisaz.01.93000020,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1948,63,nwisaz.01.94800028,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1932,63,nwisaz.01.93200021,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1935,63,nwisaz.01.93500024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1936,63,nwisaz.01.93600021,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1944,63,nwisaz.01.94400067,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1945,63,nwisaz.01.94500055,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1948,63,nwisaz.01.94800085,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/3/1949,63,nwisaz.01.94900081,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1932,63,nwisco.01.93200024,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1932,64,nwisaz.01.93200022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1945,64,nwisaz.01.94500057,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1946,64,nwisaz.01.94600024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/30/1949,64,nwisaz.01.94900405,USGS-354608109294401,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1935,64,nwisco.01.93500047,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1944,65,nwisaz.01.94400020,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1927,65,nwisaz.01.92700041,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/23/1934,65,nwisaz.01.93400024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1940,65,nwisaz.01.94000021,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1946,65,nwisaz.01.94600029,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/4/1949,65,nwisaz.01.94900433,USGS-362149109463301,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/26/1926,66,nwisaz.01.92600003,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1944,66,nwisaz.01.94400021,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1944,66,nwisaz.01.94400032,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/12/1948,66,nwisaz.01.94800020,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1947,66,nwisaz.01.94800037,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/23/1926,66,nwisaz.01.92600052,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1927,66,nwisaz.01.92700033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1927,66,nwisaz.01.92700034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/2/1933,66,nwisaz.01.93300028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1935,66,nwisaz.01.93500023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/13/1944,66,nwisaz.01.94400061,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1946,66,nwisaz.01.94600023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1946,66,nwisaz.01.94600025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1946,66,nwisaz.01.94600028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/23/1948,66,nwisaz.01.94800506,USGS-360906109324301,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1934,66,nwisco.01.93400041,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1934,66,nwisco.01.93400017,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1943,67,nwisaz.01.94300027,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/1/1926,67,nwisaz.01.92600036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/16/1926,67,nwisaz.01.92600038,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1934,67,nwisaz.01.93400026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1939,67,nwisaz.01.93900028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1947,67,nwisaz.01.94700030,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1949,67,nwisaz.01.94900085,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1949,67,nwisaz.01.94900086,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/18/1927,68,nwisaz.01.92700005,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1929,68,nwisaz.01.92900020,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1931,68,nwisaz.01.93100023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/21/1933,68,nwisaz.01.93300024,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1939,68,nwisaz.01.93900022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1948,68,nwisaz.01.94800084,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1928,69,nwisaz.01.92800036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1930,69,nwisaz.01.93000056,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1933,69,nwisaz.01.93300023,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1934,69,nwisaz.01.93400022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1937,69,nwisaz.01.93700021,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1942,69,nwisaz.01.94200028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1932,70,nwisaz.01.93200020,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1937,70,nwisaz.01.93700028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1945,70,nwisaz.01.94500056,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1947,70,nwisaz.01.94700022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1948,70,nwisco.01.94800221,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1948,70,nwisco.01.94800222,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/16/1948,70,nwisco.01.94800223,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1927,71,nwisaz.01.92700043,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1929,71,nwisaz.01.92900056,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1938,71,nwisaz.01.93800021,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1939,71,nwisaz.01.93900021,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1948,71,nwisaz.01.94800091,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/18/1949,71,nwisaz.01.94900423,USGS-360905109324601,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/30/1948,71,nwisaz.01.94800507,USGS-360906109324501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1944,72,nwisaz.01.94400022,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/1/1928,72,nwisaz.01.92800025,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1928,72,nwisaz.01.92800026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/22/1928,72,nwisaz.01.92800027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1931,72,nwisaz.01.93100028,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1935,72,nwisaz.01.93500022,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1945,72,nwisaz.01.94500060,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1946,72,nwisaz.01.94600027,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/1/1934,72,nwisco.01.93400014,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1938,73,nwisaz.01.93800030,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1948,73,nwisaz.01.94800090,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1949,73,nwisco.01.94900248,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/19/1947,73,nwisco.01.94700120,USGS-09304500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1949,74,nwisaz.01.94900030,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1927,74,nwisaz.01.92700042,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1932,74,nwisaz.01.93200030,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1939,74,nwisaz.01.93900020,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1949,74,nwisaz.01.94900084,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1928,75,nwisaz.01.92800001,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,3/26/1926,75,nwisaz.01.92600035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/9/1926,75,nwisaz.01.92600037,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/16/1926,75,nwisaz.01.92600051,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/11/1946,75,nwisco.01.94600105,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/14/1946,75,nwisco.01.94600106,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/1/1948,76,nwisaz.01.94800019,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,2/1/1948,76,nwisaz.01.94800046,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1935,76,nwisaz.01.93500030,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1939,76,nwisaz.01.93900029,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1948,76,nwisaz.01.94800083,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1949,76,nwisaz.01.94900087,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/25/1948,76,nwisco.01.94800276,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/19/1949,76,nwisco.01.94900258,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/30/1948,76,nwisco.01.94800284,USGS-09306300,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1949,77,nwisaz.01.94900031,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/21/1935,77,nwisaz.01.93500021,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/1/1946,77,nwisaz.01.94600026,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/11/1933,77,nwisco.01.93300021,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,5/1/1935,77,nwisco.01.93500046,USGS-09152500,mg/l,915
